0,0
0.766794801,0
1.533538582,0
3.067026144,0
6.134001268,0
12.26795152,0
24.53585201,0
49.071653,0
49.90289112,0
50.73412924,0
52.39660549,0
55.72155797,0
62.37146293,0
75.67127286,0
76.50251098,0
77.3337491,0
78.99622534,0
82.32117782,0
88.97108279,0
89.80232091,0
90.63355903,0
92.29603527,0
95.62098775,0
96.45222587,0
97.28346399,0
98.94594023,0
99.20280612,0
100.7971939,5.07145E-05
101.4396546,6.99542E-05
102.2708927,8.89681E-05
103.0470461,0.000103535
103.8231995,0.00011642
104.5993528,0.00012824
105.3755062,0.000139219
106.1516596,0.000149403
106.927813,0.000158788
108.4801197,0.00017528
109.2562731,0.000182546
110.0324265,0.000189308
111.5847333,0.000201752
114.6893468,0.000224042
115.4655001,0.000229167
116.2416535,0.000234093
117.7939603,0.000243303
118.5701137,0.000247578
119.346267,0.000251638
120.8985738,0.000259158
121.6747272,0.000262645
122.4508805,0.000265967
124.0031873,0.000272152
124.7793407,0.000275025
125.5554941,0.000277753
127.1078008,0.000282771
127.8839542,0.000285056
128.6601076,0.000287192
129.436261,0.00028918
130.2124143,0.000291023
130.9885677,0.000292732
131.7647211,0.000294313
133.3170278,0.00029712
134.0931812,0.00029836
134.8693346,0.000299501
135.645488,0.00030055
136.4216414,0.000301514
137.1977947,0.000302401
137.9739481,0.000303218
139.5262549,0.000304669
140.3024083,0.000305317
141.0785616,0.000305905
141.854715,0.000306433
142.6308684,0.000306902
143.4070218,0.000307315
144.1831751,0.000307675
144.9593285,0.000307985
145.7354819,0.000308246
146.5116353,0.000308462
147.2877887,0.000308634
148.063942,0.000308766
148.8400954,0.00030886
149.6162488,0.000308918
150.3924022,0.000308967
151.1685555,0.000309007
151.9447089,0.000309017
152.7056373,0.000308997
153.4665656,0.00030895
154.2274939,0.000308877
154.9884222,0.000308776
155.7493506,0.000308651
156.5102789,0.000308501
157.2712072,0.000308327
158.0321356,0.000308131
158.7930639,0.000307912
159.5539922,0.000307672
160.3149206,0.000307412
161.0758489,0.000307136
161.8367772,0.00030684
162.5977055,0.000306525
164.1195622,0.000305844
164.8804905,0.000305478
165.6414189,0.000305096
167.1632755,0.000304287
170.2069888,0.000302509
170.9679172,0.000302039
171.7288455,0.000301558
173.2507022,0.000300566
176.2944155,0.000298474
177.0553438,0.000297932
177.8162721,0.000297382
179.3381288,0.000296265
182.3818421,0.000293997
188.4692688,0.000289281
200.644122,0.000279395
201.4695447,0.000278708
202.2949674,0.000278019
203.9458127,0.000276636
207.2475034,0.000273853
213.8508848,0.000268234
227.0576475,0.000256934
227.8830701,0.00025623
228.7084928,0.000255528
230.3593381,0.000254126
233.6610288,0.000251336
240.2644102,0.000245829
253.4711729,0.000235252
254.2415108,0.000234658
255.0118488,0.000234067
256.5525246,0.000232896
259.6338763,0.000230591
265.7965797,0.000226151
266.5669177,0.000225613
267.3372556,0.00022508
268.8779314,0.000224025
271.9592832,0.000221967
278.1219866,0.000218072
278.8923245,0.000217607
279.6626624,0.000217147
281.2033383,0.000216243
284.28469,0.000214499
290.4473934,0.000211284
302.7728002,0.000205482
303.6076325,0.000205003
304.4424648,0.000204526
306.1121293,0.000203578
309.4514584,0.000201702
316.1301165,0.000198034
329.4874328,0.000191025
330.3222651,0.000190601
331.1570973,0.000190179
332.8267619,0.000189338
336.1660909,0.000187678
342.8447491,0.000184431
356.2020653,0.00017823
357.0216725,0.000177861
357.8412798,0.000177494
359.4804942,0.000176765
362.7589231,0.000175322
369.3157808,0.000172501
382.4294963,0.000167106
408.6569273,0.000157197
409.4214498,0.000156923
410.1859723,0.00015665
411.7150172,0.000156107
414.7731071,0.000155031
420.8892869,0.000152923
433.1216466,0.000148874
457.5863658,0.000141396
458.4153826,0.000141156
459.2443994,0.000140917
460.9024331,0.000140442
464.2185003,0.000139501
470.8506349,0.000137658
484.1149039,0.000134122
510.643442,0.000127526
511.4173741,0.000127341
512.1913062,0.000127157
513.7391703,0.000126789
516.8348986,0.00012606
523.0263552,0.000124627
535.4092684,0.000121858
560.1750947,0.000116684
608.7323444,0.000107737
661.4172317,9.93901E-05
710.5766956,9.27048E-05
763.8637971,8.63697E-05
816.1764956,8.09454E-05
864.9637706,7.64529E-05
917.8786834,7.21144E-05
967.2681726,6.84795E-05
1020.7853,6.49337E-05
1073.328023,6.17887E-05
1122.345324,5.91172E-05
1175.490262,5.64681E-05
1225.109776,5.42E-05
1273.754888,5.21457E-05
1326.527637,5.00858E-05
1375.774963,4.83045E-05
1429.149926,4.65113E-05
1481.550487,4.48755E-05
1530.425624,4.34498E-05
1583.428398,4.20026E-05
1632.905749,4.07356E-05
1681.408697,3.95656E-05
1734.039283,3.83696E-05
1783.144445,3.7317E-05
1836.377245,3.62391E-05
1886.084622,3.52874E-05
1934.817595,3.44017E-05
1987.678206,3.34896E-05
2037.013394,3.26796E-05
2090.476219,3.1842E-05
2142.964641,3.10555E-05
2191.92764,3.03494E-05
2245.018276,2.96092E-05
2294.583489,2.89377E-05
2343.174299,2.82937E-05
2395.892747,2.76064E-05
2445.085771,2.69715E-05
2445.943805,2.69604E-05
2446.801839,2.69494E-05
2448.517907,2.69273E-05
2451.950043,2.68831E-05
2458.814315,2.67948E-05
2472.54286,2.66183E-05
2473.400894,2.66072E-05
2474.258928,2.65962E-05
2475.974996,2.65741E-05
2479.407132,2.653E-05
2486.271404,2.64417E-05
2487.129439,2.64307E-05
2487.987473,2.64196E-05
2489.703541,2.63975E-05
2493.135677,2.63534E-05
2493.993711,2.63423E-05
2494.851745,2.63313E-05
2496.567813,2.63092E-05
2497.425847,2.62982E-05
2498.283881,2.62871E-05
2499.141915,2.62761E-05
2499.999949,2.6265E-05
